date,closingValue,trend
1999-11-01,77.62,stable
1999-11-02,80.25,increase
1999-11-03,81.5,increase
1999-11-04,83.62,increase
1999-11-05,88.31,increase
1999-11-08,96.37,increase
1999-11-09,89.62,decrease
1999-11-10,91.44,increase
1999-11-11,92.25,increase
1999-11-12,90.62,decrease
1999-11-15,89.44,decrease
1999-11-16,91.19,increase
1999-11-17,90.25,decrease
1999-11-18,89.62,decrease
1999-11-19,92.44,increase
1999-11-22,90.62,decrease
1999-11-23,92.81,increase
1999-11-24,94.69,increase
1999-11-26,95.06,increase
1999-11-29,94.56,decrease
1999-11-30,97.87,increase
1999-12-01,103.06,increase
1999-12-02,110.19,increase
1999-12-03,115.0,increase
1999-12-06,116.0,increase
1999-12-07,117.81,increase
1999-12-08,110.06,decrease
1999-12-09,105.25,decrease
1999-12-10,103.0,decrease
1999-12-13,99.0,decrease
1999-12-14,94.87,decrease
1999-12-15,97.0,increase
1999-12-16,98.31,increase
1999-12-17,100.0,increase
1999-12-20,98.0,decrease
1999-12-21,102.5,increase
1999-12-22,99.94,decrease
1999-12-23,103.5,increase
1999-12-27,99.31,decrease
1999-12-28,98.19,decrease
1999-12-29,100.69,increase
1999-12-30,100.31,decrease
1999-12-31,102.81,increase
2000-01-03,111.94,increase
2000-01-04,102.5,decrease
2000-01-05,104.0,increase
2000-01-06,95.0,decrease
2000-01-07,99.5,increase
2000-01-10,97.75,decrease
2000-01-11,92.75,decrease
2000-01-12,87.19,decrease
2000-01-13,96.75,increase
2000-01-14,100.44,increase
2000-01-18,103.94,increase
2000-01-19,106.56,increase
2000-01-20,113.5,increase
2000-01-21,111.31,decrease
2000-01-24,106.25,decrease
2000-01-25,112.25,increase
2000-01-26,110.19,decrease
2000-01-27,110.0,decrease
2000-01-28,101.62,decrease
2000-01-31,103.75,increase
2000-02-01,100.25,decrease
2000-02-02,98.81,decrease
2000-02-03,103.31,increase
2000-02-04,108.0,increase
2000-02-07,114.06,increase
2000-02-08,114.87,increase
2000-02-09,112.62,decrease
2000-02-10,113.5,increase
2000-02-11,108.75,decrease
2000-02-14,115.81,increase
2000-02-15,119.0,increase
2000-02-16,114.12,decrease
2000-02-17,114.87,increase
2000-02-18,111.25,decrease
2000-02-22,113.81,increase
2000-02-23,116.25,increase
2000-02-24,115.2,decrease
2000-02-25,110.37,decrease
2000-02-28,113.25,increase
2000-02-29,114.62,increase
2000-03-01,130.31,increase
2000-03-02,122.0,decrease
2000-03-03,128.0,increase
2000-03-06,125.69,decrease
2000-03-07,122.87,decrease
2000-03-08,122.0,decrease
2000-03-09,122.25,increase
2000-03-10,125.75,increase
2000-03-13,121.31,decrease
2000-03-14,114.25,decrease
2000-03-15,116.25,increase
2000-03-16,121.56,increase
2000-03-17,125.0,increase
2000-03-20,123.0,decrease
2000-03-21,134.94,increase
2000-03-22,144.19,increase
2000-03-23,141.31,decrease
2000-03-24,138.69,decrease
2000-03-27,139.56,increase
2000-03-28,139.13,decrease
2000-03-29,135.94,decrease
2000-03-30,125.75,decrease
2000-03-31,135.81,increase
2000-04-03,133.31,decrease
2000-04-04,127.31,decrease
2000-04-05,130.38,increase
2000-04-06,125.19,decrease
2000-04-07,131.75,increase
2000-04-10,125.0,decrease
2000-04-11,119.44,decrease
2000-04-12,109.25,decrease
2000-04-13,113.81,increase
2000-04-14,111.87,decrease
2000-04-17,123.87,increase
2000-04-18,126.87,increase
2000-04-19,121.12,decrease
2000-04-20,118.87,decrease
2000-04-24,120.5,increase
2000-04-25,128.31,increase
2000-04-26,121.31,decrease
2000-04-27,126.75,increase
2000-04-28,124.06,decrease
2000-05-01,124.31,increase
2000-05-02,117.87,decrease
2000-05-03,115.06,decrease
2000-05-04,110.69,decrease
2000-05-05,113.12,increase
2000-05-08,110.12,decrease
2000-05-09,105.44,decrease
2000-05-10,99.31,decrease
2000-05-11,102.81,increase
2000-05-12,107.62,increase
2000-05-15,101.0,decrease
2000-05-16,105.69,increase
2000-05-17,101.37,decrease
2000-05-18,100.75,decrease
2000-05-19,94.0,decrease
2000-05-22,89.94,decrease
2000-05-23,85.81,decrease
2000-05-24,87.69,increase
2000-05-25,87.27,decrease
2000-05-26,86.37,decrease
2000-05-30,87.56,increase
2000-05-31,84.0,decrease
2000-06-01,89.12,increase
2000-06-02,92.56,increase
2000-06-05,91.31,decrease
2000-06-06,92.87,increase
2000-06-07,96.56,increase
2000-06-08,94.81,decrease
2000-06-09,95.75,increase
2000-06-12,91.19,decrease
2000-06-13,94.5,increase
2000-06-14,90.44,decrease
2000-06-15,92.37,increase
2000-06-16,91.19,decrease
2000-06-19,96.62,increase
2000-06-20,101.25,increase
2000-06-21,55.63,decrease
2000-06-22,53.75,decrease
2000-06-23,51.69,decrease
2000-06-26,54.13,increase
2000-06-27,51.75,decrease
2000-06-28,54.44,increase
2000-06-29,51.25,decrease
2000-06-30,52.38,increase
2000-07-03,53.31,increase
2000-07-05,51.63,decrease
2000-07-06,51.81,increase
2000-07-07,54.44,increase
2000-07-10,57.13,increase
2000-07-11,56.94,decrease
2000-07-12,58.88,increase
2000-07-13,56.5,decrease
2000-07-14,57.69,increase
2000-07-17,58.31,increase
2000-07-18,57.25,decrease
2000-07-19,52.69,decrease
2000-07-20,55.13,increase
2000-07-21,53.56,decrease
2000-07-24,48.69,decrease
2000-07-25,50.06,increase
2000-07-26,50.06,stable
2000-07-27,52.0,increase
2000-07-28,48.31,decrease
2000-07-31,50.81,increase
2000-08-01,49.31,decrease
2000-08-02,47.25,decrease
2000-08-03,48.0,increase
2000-08-04,47.38,decrease
2000-08-07,47.94,increase
2000-08-08,46.75,decrease
2000-08-09,47.5,increase
2000-08-10,47.56,increase
2000-08-11,47.69,increase
2000-08-14,47.06,decrease
2000-08-15,46.69,decrease
2000-08-16,48.5,increase
2000-08-17,51.44,increase
2000-08-18,50.0,decrease
2000-08-21,50.5,increase
2000-08-22,51.69,increase
2000-08-23,54.31,increase
2000-08-24,56.11,increase
2000-08-25,56.81,increase
2000-08-28,58.06,increase
2000-08-29,59.19,increase
2000-08-30,59.5,increase
2000-08-31,60.94,increase
2000-09-01,63.44,increase
2000-09-05,62.44,decrease
2000-09-06,58.44,decrease
2000-09-07,62.0,increase
2000-09-08,58.88,decrease
2000-09-11,58.44,decrease
2000-09-12,57.75,decrease
2000-09-13,58.0,increase
2000-09-14,56.86,decrease
2000-09-15,55.23,decrease
2000-09-18,60.66,increase
2000-09-19,59.94,decrease
2000-09-20,61.05,increase
2000-09-21,56.69,decrease
2000-09-22,52.19,decrease
2000-09-25,53.5,increase
2000-09-26,51.44,decrease
2000-09-27,48.94,decrease
2000-09-28,53.5,increase
2000-09-29,25.75,decrease
2000-10-02,24.25,decrease
2000-10-03,22.31,decrease
2000-10-04,23.62,increase
2000-10-05,22.06,decrease
2000-10-06,22.19,increase
2000-10-09,21.75,decrease
2000-10-10,20.87,decrease
2000-10-11,19.62,decrease
2000-10-12,20.0,increase
2000-10-13,22.06,increase
2000-10-16,21.5,decrease
2000-10-17,20.12,decrease
2000-10-18,20.12,stable
2000-10-19,18.94,decrease
2000-10-20,19.5,increase
2000-10-23,20.37,increase
2000-10-24,18.87,decrease
2000-10-25,18.5,decrease
2000-10-26,18.5,stable
2000-10-27,18.56,increase
2000-10-30,19.31,increase
2000-10-31,19.56,increase
2000-11-01,20.5,increase
2000-11-02,22.31,increase
2000-11-03,22.25,decrease
2000-11-06,21.44,decrease
2000-11-07,21.31,decrease
2000-11-08,20.06,decrease
2000-11-09,20.19,increase
2000-11-10,19.06,decrease
2000-11-13,19.37,increase
2000-11-14,20.25,increase
2000-11-15,19.87,decrease
2000-11-16,19.0,decrease
2000-11-17,18.5,decrease
2000-11-20,18.94,increase
2000-11-21,18.81,decrease
2000-11-22,18.5,decrease
2000-11-24,19.31,increase
2000-11-27,18.69,decrease
2000-11-28,18.03,decrease
2000-11-29,17.56,decrease
2000-11-30,16.5,decrease
2000-12-01,17.06,increase
2000-12-04,16.69,decrease
2000-12-05,17.0,increase
2000-12-06,14.31,decrease
2000-12-07,14.31,stable
2000-12-08,15.06,increase
2000-12-11,15.19,increase
2000-12-12,15.38,increase
2000-12-13,15.0,decrease
2000-12-14,14.44,decrease
2000-12-15,14.06,decrease
2000-12-18,14.25,increase
2000-12-19,14.0,decrease
2000-12-20,14.38,increase
2000-12-21,14.06,decrease
2000-12-22,15.0,increase
2000-12-26,14.69,decrease
2000-12-27,14.81,increase
2000-12-28,14.81,stable
2000-12-29,14.88,increase
2001-01-02,14.88,stable
2001-01-03,16.37,increase
2001-01-04,17.06,increase
2001-01-05,16.37,decrease
2001-01-08,16.56,increase
2001-01-09,17.19,increase
2001-01-10,16.56,decrease
2001-01-11,18.0,increase
2001-01-12,17.19,decrease
2001-01-16,17.12,decrease
2001-01-17,16.81,decrease
2001-01-18,18.69,increase
2001-01-19,19.5,increase
2001-01-22,19.25,decrease
2001-01-23,20.5,increase
2001-01-24,20.5,stable
2001-01-25,19.94,decrease
2001-01-26,19.56,decrease
2001-01-29,21.69,increase
2001-01-30,21.75,increase
2001-01-31,21.62,decrease
2001-02-01,21.12,decrease
2001-02-02,20.62,decrease
2001-02-05,20.19,decrease
2001-02-06,21.12,increase
2001-02-07,20.75,decrease
2001-02-08,20.75,stable
2001-02-09,19.12,decrease
2001-02-12,19.69,increase
2001-02-13,19.12,decrease
2001-02-14,19.5,increase
2001-02-15,20.06,increase
2001-02-16,19.0,decrease
2001-02-20,18.31,decrease
2001-02-21,18.87,increase
2001-02-22,18.81,decrease
2001-02-23,18.81,stable
2001-02-26,19.5,increase
2001-02-27,19.37,decrease
2001-02-28,18.25,decrease
2001-03-01,18.75,increase
2001-03-02,19.25,increase
2001-03-05,20.37,increase
2001-03-06,21.5,increase
2001-03-07,21.25,decrease
2001-03-08,20.81,decrease
2001-03-09,20.25,decrease
2001-03-12,18.62,decrease
2001-03-13,19.56,increase
2001-03-14,20.44,increase
2001-03-15,19.69,decrease
2001-03-16,19.62,decrease
2001-03-19,20.56,increase
2001-03-20,19.69,decrease
2001-03-21,20.12,increase
2001-03-22,21.62,increase
2001-03-23,23.0,increase
2001-03-26,21.78,decrease
2001-03-27,22.87,increase
2001-03-28,22.17,decrease
2001-03-29,22.53,increase
2001-03-30,22.07,decrease
2001-04-02,21.59,decrease
2001-04-03,20.24,decrease
2001-04-04,19.5,decrease
2001-04-05,20.87,increase
2001-04-06,20.59,decrease
2001-04-09,20.54,decrease
2001-04-10,22.04,increase
2001-04-11,21.8,decrease
2001-04-12,22.42,increase
2001-04-16,21.44,decrease
2001-04-17,20.4,decrease
2001-04-18,22.79,increase
2001-04-19,25.72,increase
2001-04-20,25.04,decrease
2001-04-23,24.25,decrease
2001-04-24,24.03,decrease
2001-04-25,24.72,increase
2001-04-26,24.69,decrease
2001-04-27,26.2,increase
2001-04-30,25.49,decrease
2001-05-01,25.93,increase
2001-05-02,26.59,increase
2001-05-03,24.96,decrease
2001-05-04,25.75,increase
2001-05-07,24.96,decrease
2001-05-08,24.57,decrease
2001-05-09,23.98,decrease
2001-05-10,23.0,decrease
2001-05-11,22.85,decrease
2001-05-14,23.29,increase
2001-05-15,23.18,decrease
2001-05-16,24.1,increase
2001-05-17,23.55,decrease
2001-05-18,23.53,decrease
2001-05-21,23.56,increase
2001-05-22,23.5,decrease
2001-05-23,23.23,decrease
2001-05-24,23.2,decrease
2001-05-25,22.76,decrease
2001-05-29,21.47,decrease
2001-05-30,19.78,decrease
2001-05-31,19.95,increase
2001-06-01,20.89,increase
2001-06-04,20.66,decrease
2001-06-05,20.94,increase
2001-06-06,20.73,decrease
2001-06-07,21.66,increase
2001-06-08,21.32,decrease
2001-06-11,20.04,decrease
2001-06-12,20.31,increase
2001-06-13,20.47,increase
2001-06-14,19.88,decrease
2001-06-15,20.44,increase
2001-06-18,20.33,decrease
2001-06-19,20.19,decrease
2001-06-20,21.67,increase
2001-06-21,22.49,increase
2001-06-22,22.26,decrease
2001-06-25,23.99,increase
2001-06-26,23.75,decrease
2001-06-27,23.34,decrease
2001-06-28,23.54,increase
2001-06-29,23.25,decrease
2001-07-02,23.9,increase
2001-07-03,23.84,decrease
2001-07-05,23.19,decrease
2001-07-06,22.03,decrease
2001-07-09,22.7,increase
2001-07-10,21.14,decrease
2001-07-11,22.54,increase
2001-07-12,24.36,increase
2001-07-13,24.85,increase
2001-07-16,23.96,decrease
2001-07-17,25.1,increase
2001-07-18,20.79,decrease
2001-07-19,19.96,decrease
2001-07-20,19.98,increase
2001-07-23,19.54,decrease
2001-07-24,19.09,decrease
2001-07-25,18.47,decrease
2001-07-26,18.59,increase
2001-07-27,18.96,increase
2001-07-30,18.93,decrease
2001-07-31,18.79,decrease
2001-08-01,19.06,increase
2001-08-02,19.82,increase
2001-08-03,19.5,decrease
2001-08-06,19.13,decrease
2001-08-07,19.25,increase
2001-08-08,18.9,decrease
2001-08-09,19.05,increase
2001-08-10,19.02,decrease
2001-08-13,19.09,increase
2001-08-14,18.73,decrease
2001-08-15,18.44,decrease
2001-08-16,18.65,increase
2001-08-17,18.07,decrease
2001-08-20,18.12,increase
2001-08-21,17.92,decrease
2001-08-22,18.21,increase
2001-08-23,17.81,decrease
2001-08-24,18.57,increase
2001-08-27,18.92,increase
2001-08-28,18.4,decrease
2001-08-29,17.83,decrease
2001-08-30,17.83,stable
2001-08-31,18.55,increase
2001-09-04,18.25,decrease
2001-09-05,18.55,increase
2001-09-06,17.72,decrease
2001-09-07,17.28,decrease
2001-09-10,17.37,increase
2001-09-17,16.99,decrease
2001-09-18,16.28,decrease
2001-09-19,17.02,increase
2001-09-20,15.68,decrease
2001-09-21,15.73,increase
2001-09-24,16.45,increase
2001-09-25,15.54,decrease
2001-09-26,15.15,decrease
2001-09-27,15.51,increase
2001-09-28,15.51,stable
2001-10-01,15.54,increase
2001-10-02,15.05,decrease
2001-10-03,14.98,decrease
2001-10-04,15.88,increase
2001-10-05,16.14,increase
2001-10-08,16.2,increase
2001-10-09,16.0,decrease
2001-10-10,16.82,increase
2001-10-11,17.74,increase
2001-10-12,18.01,increase
2001-10-15,17.99,decrease
2001-10-16,18.01,increase
2001-10-17,16.99,decrease
2001-10-18,18.0,increase
2001-10-19,18.3,increase
2001-10-22,19.02,increase
2001-10-23,18.14,decrease
2001-10-24,18.95,increase
2001-10-25,19.19,increase
2001-10-26,18.67,decrease
2001-10-29,17.63,decrease
2001-10-30,17.6,decrease
2001-10-31,17.56,decrease
2001-11-01,18.59,increase
2001-11-02,18.57,decrease
2001-11-05,19.07,increase
2001-11-06,19.57,increase
2001-11-07,19.59,increase
2001-11-08,18.71,decrease
2001-11-09,18.71,stable
2001-11-12,18.75,increase
2001-11-13,19.37,increase
2001-11-14,19.61,increase
2001-11-15,19.45,decrease
2001-11-16,18.97,decrease
2001-11-19,20.0,increase
2001-11-20,19.53,decrease
2001-11-21,19.68,increase
2001-11-23,19.84,increase
2001-11-26,21.37,increase
2001-11-27,21.0,decrease
2001-11-28,20.53,decrease
2001-11-29,20.42,decrease
2001-11-30,21.3,increase
2001-12-03,21.05,decrease
2001-12-04,22.4,increase
2001-12-05,23.76,increase
2001-12-06,22.78,decrease
2001-12-07,22.54,decrease
2001-12-10,22.54,stable
2001-12-11,21.78,decrease
2001-12-12,21.49,decrease
2001-12-13,21.0,decrease
2001-12-14,20.39,decrease
2001-12-17,20.62,increase
2001-12-18,21.01,increase
2001-12-19,21.62,increase
2001-12-20,20.67,decrease
2001-12-21,21.0,increase
2001-12-24,21.36,increase
2001-12-26,21.49,increase
2001-12-27,22.07,increase
2001-12-28,22.43,increase
2001-12-31,21.9,decrease
2002-01-02,23.3,increase
2002-01-03,23.58,increase
2002-01-04,23.69,increase
2002-01-07,22.9,decrease
2002-01-08,22.61,decrease
2002-01-09,21.65,decrease
2002-01-10,21.23,decrease
2002-01-11,21.05,decrease
2002-01-14,21.15,increase
2002-01-15,21.7,increase
2002-01-16,20.78,decrease
2002-01-17,22.48,increase
2002-01-18,22.17,decrease
2002-01-22,21.82,decrease
2002-01-23,23.02,increase
2002-01-24,23.21,increase
2002-01-25,23.25,increase
2002-01-28,23.27,increase
2002-01-29,23.07,decrease
2002-01-30,24.09,increase
2002-01-31,24.72,increase
2002-02-01,24.41,decrease
2002-02-04,25.35,increase
2002-02-05,25.45,increase
2002-02-06,24.67,decrease
2002-02-07,24.3,decrease
2002-02-08,24.03,decrease
2002-02-11,24.98,increase
2002-02-12,24.71,decrease
2002-02-13,25.01,increase
2002-02-14,24.6,decrease
2002-02-15,23.9,decrease
2002-02-19,22.62,decrease
2002-02-20,23.13,increase
2002-02-21,21.5,decrease
2002-02-22,22.74,increase
2002-02-25,23.81,increase
2002-02-26,23.67,decrease
2002-02-27,21.96,decrease
2002-02-28,21.7,decrease
2002-03-01,23.45,increase
2002-03-04,24.29,increase
2002-03-05,23.53,decrease
2002-03-06,24.07,increase
2002-03-07,24.38,increase
2002-03-08,24.66,increase
2002-03-11,25.06,increase
2002-03-12,24.72,decrease
2002-03-13,24.49,decrease
2002-03-14,24.43,decrease
2002-03-15,24.95,increase
2002-03-18,24.74,decrease
2002-03-19,24.85,increase
2002-03-20,24.92,increase
2002-03-21,24.27,decrease
2002-03-22,24.09,decrease
2002-03-25,23.35,decrease
2002-03-26,23.46,increase
2002-03-27,23.47,increase
2002-03-28,23.67,increase
2002-04-01,24.46,increase
2002-04-02,24.07,decrease
2002-04-03,23.75,decrease
2002-04-04,24.9,increase
2002-04-05,24.74,decrease
2002-04-08,24.56,decrease
2002-04-09,24.1,decrease
2002-04-10,24.66,increase
2002-04-11,24.86,increase
2002-04-12,25.06,increase
2002-04-15,25.0,decrease
2002-04-16,25.74,increase
2002-04-17,26.11,increase
2002-04-18,25.41,decrease
2002-04-19,24.98,decrease
2002-04-22,24.53,decrease
2002-04-23,24.25,decrease
2002-04-24,23.77,decrease
2002-04-25,24.12,increase
2002-04-26,23.01,decrease
2002-04-29,23.96,increase
2002-04-30,24.27,increase
2002-05-01,23.98,decrease
2002-05-02,23.69,decrease
2002-05-03,23.51,decrease
2002-05-06,22.65,decrease
2002-05-07,22.47,decrease
2002-05-08,24.37,increase
2002-05-09,24.19,decrease
2002-05-10,23.32,decrease
2002-05-13,23.94,increase
2002-05-14,25.61,increase
2002-05-15,25.28,decrease
2002-05-16,25.21,decrease
2002-05-17,25.01,decrease
2002-05-20,24.74,decrease
2002-05-21,23.46,decrease
2002-05-22,24.32,increase
2002-05-23,25.18,increase
2002-05-24,24.15,decrease
2002-05-28,23.98,decrease
2002-05-29,23.98,stable
2002-05-30,24.2,increase
2002-05-31,23.3,decrease
2002-06-03,22.91,decrease
2002-06-04,22.78,decrease
2002-06-05,22.72,decrease
2002-06-06,22.16,decrease
2002-06-07,21.4,decrease
2002-06-10,21.48,increase
2002-06-11,20.46,decrease
2002-06-12,20.09,decrease
2002-06-13,19.54,decrease
2002-06-14,20.1,increase
2002-06-17,20.54,increase
2002-06-18,20.15,decrease
2002-06-19,17.12,decrease
2002-06-20,17.11,decrease
2002-06-21,16.85,decrease
2002-06-24,17.27,increase
2002-06-25,17.14,decrease
2002-06-26,16.55,decrease
2002-06-27,17.06,increase
2002-06-28,17.72,increase
2002-07-01,17.06,decrease
2002-07-02,16.94,decrease
2002-07-03,17.55,increase
2002-07-05,18.74,increase
2002-07-08,18.01,decrease
2002-07-09,17.53,decrease
2002-07-10,17.32,decrease
2002-07-11,18.3,increase
2002-07-12,17.5,decrease
2002-07-15,18.23,increase
2002-07-16,17.86,decrease
2002-07-17,15.63,decrease
2002-07-18,14.99,decrease
2002-07-19,14.96,decrease
2002-07-22,14.92,decrease
2002-07-23,14.47,decrease
2002-07-24,15.2,increase
2002-07-25,14.36,decrease
2002-07-26,14.34,decrease
2002-07-29,15.02,increase
2002-07-30,15.43,increase
2002-07-31,15.26,decrease
2002-08-01,14.8,decrease
2002-08-02,14.45,decrease
2002-08-05,13.99,decrease
2002-08-06,14.74,increase
2002-08-07,15.03,increase
2002-08-08,15.3,increase
2002-08-09,15.0,decrease
2002-08-12,14.99,decrease
2002-08-13,14.59,decrease
2002-08-14,15.17,increase
2002-08-15,15.61,increase
2002-08-16,15.81,increase
2002-08-19,15.98,increase
2002-08-20,15.91,decrease
2002-08-21,16.12,increase
2002-08-22,15.97,decrease
2002-08-23,15.73,decrease
2002-08-26,15.53,decrease
2002-08-27,14.85,decrease
2002-08-28,14.7,decrease
2002-08-29,14.7,stable
2002-08-30,14.75,increase
2002-09-03,14.05,decrease
2002-09-04,14.48,increase
2002-09-05,14.18,decrease
2002-09-06,14.38,increase
2002-09-09,14.37,decrease
2002-09-10,14.33,decrease
2002-09-11,14.29,decrease
2002-09-12,14.14,decrease
2002-09-13,14.17,increase
2002-09-16,14.5,increase
2002-09-17,14.8,increase
2002-09-18,15.02,increase
2002-09-19,14.58,decrease
2002-09-20,14.87,increase
2002-09-23,14.85,decrease
2002-09-24,14.64,decrease
2002-09-25,14.93,increase
2002-09-26,14.7,decrease
2002-09-27,14.72,increase
2002-09-30,14.5,decrease
2002-10-01,14.51,increase
2002-10-02,14.17,decrease
2002-10-03,14.3,increase
2002-10-04,14.03,decrease
2002-10-07,13.77,decrease
2002-10-08,13.69,decrease
2002-10-09,13.6,decrease
2002-10-10,14.12,increase
2002-10-11,14.51,increase
2002-10-14,14.77,increase
2002-10-15,15.16,increase
2002-10-16,14.56,decrease
2002-10-17,14.11,decrease
2002-10-18,14.34,increase
2002-10-21,14.56,increase
2002-10-22,14.7,increase
2002-10-23,14.88,increase
2002-10-24,14.69,decrease
2002-10-25,15.42,increase
2002-10-28,15.61,increase
2002-10-29,15.44,decrease
2002-10-30,15.98,increase
2002-10-31,16.07,increase
2002-11-01,16.36,increase
2002-11-04,16.89,increase
2002-11-05,16.9,increase
2002-11-06,17.22,increase
2002-11-07,16.0,decrease
2002-11-08,15.84,decrease
2002-11-11,15.16,decrease
2002-11-12,15.64,increase
2002-11-13,15.59,decrease
2002-11-14,16.3,increase
2002-11-15,15.95,decrease
2002-11-18,15.65,decrease
2002-11-19,15.27,decrease
2002-11-20,15.53,increase
2002-11-21,16.35,increase
2002-11-22,16.01,decrease
2002-11-25,15.97,decrease
2002-11-26,15.41,decrease
2002-11-27,15.72,increase
2002-11-29,15.5,decrease
2002-12-02,15.18,decrease
2002-12-03,15.16,decrease
2002-12-04,14.97,decrease
2002-12-05,14.63,decrease
2002-12-06,14.95,increase
2002-12-09,14.75,decrease
2002-12-10,15.28,increase
2002-12-11,15.49,increase
2002-12-12,15.19,decrease
2002-12-13,14.79,decrease
2002-12-16,14.85,increase
2002-12-17,15.08,increase
2002-12-18,14.57,decrease
2002-12-19,14.2,decrease
2002-12-20,14.14,decrease
2002-12-23,14.49,increase
2002-12-24,14.36,decrease
2002-12-26,14.4,increase
2002-12-27,14.06,decrease
2002-12-30,14.07,increase
2002-12-31,14.33,increase
2003-01-02,14.8,increase
2003-01-03,14.9,increase
2003-01-06,14.9,stable
2003-01-07,14.85,decrease
2003-01-08,14.55,decrease
2003-01-09,14.68,increase
2003-01-10,14.72,increase
2003-01-13,14.63,decrease
2003-01-14,14.61,decrease
2003-01-15,14.43,decrease
2003-01-16,14.62,increase
2003-01-17,14.1,decrease
2003-01-21,14.02,decrease
2003-01-22,13.88,decrease
2003-01-23,14.17,increase
2003-01-24,13.8,decrease
2003-01-27,14.13,increase
2003-01-28,14.58,increase
2003-01-29,14.58,stable
2003-01-30,14.32,decrease
2003-01-31,14.36,increase
2003-02-03,14.66,increase
2003-02-04,14.6,decrease
2003-02-05,14.45,decrease
2003-02-06,14.43,decrease
2003-02-07,14.15,decrease
2003-02-10,14.35,increase
2003-02-11,14.35,stable
2003-02-12,14.39,increase
2003-02-13,14.54,increase
2003-02-14,14.67,increase
2003-02-18,15.27,increase
2003-02-19,14.85,decrease
2003-02-20,14.77,decrease
2003-02-21,15.0,increase
2003-02-24,14.74,decrease
2003-02-25,15.02,increase
2003-02-26,14.5,decrease
2003-02-27,14.86,increase
2003-02-28,15.01,increase
2003-03-03,14.65,decrease
2003-03-04,14.56,decrease
2003-03-05,14.62,increase
2003-03-06,14.56,decrease
2003-03-07,14.53,decrease
2003-03-10,14.37,decrease
2003-03-11,14.23,decrease
2003-03-12,14.22,decrease
2003-03-13,14.72,increase
2003-03-14,14.78,increase
2003-03-17,15.01,increase
2003-03-18,15.0,decrease
2003-03-19,14.95,decrease
2003-03-20,14.91,decrease
2003-03-21,15.0,increase
2003-03-24,14.37,decrease
2003-03-25,14.55,increase
2003-03-26,14.41,decrease
2003-03-27,14.49,increase
2003-03-28,14.57,increase
2003-03-31,14.14,decrease
2003-04-01,14.16,increase
2003-04-02,14.6,increase
2003-04-03,14.46,decrease
2003-04-04,14.41,decrease
2003-04-07,14.49,increase
2003-04-08,14.45,decrease
2003-04-09,14.19,decrease
2003-04-10,14.37,increase
2003-04-11,13.2,decrease
2003-04-14,13.58,increase
2003-04-15,13.39,decrease
2003-04-16,13.24,decrease
2003-04-17,13.12,decrease
2003-04-21,13.14,increase
2003-04-22,13.51,increase
2003-04-23,13.58,increase
2003-04-24,13.44,decrease
2003-04-25,13.35,decrease
2003-04-28,13.86,increase
2003-04-29,14.06,increase
2003-04-30,14.22,increase
2003-05-01,14.36,increase
2003-05-02,14.45,increase
2003-05-05,16.09,increase
2003-05-06,17.5,increase
2003-05-07,17.65,increase
2003-05-08,18.0,increase
2003-05-09,18.3,increase
2003-05-12,18.56,increase
2003-05-13,18.67,increase
2003-05-14,18.55,decrease
2003-05-15,18.73,increase
2003-05-16,18.8,increase
2003-05-19,18.1,decrease
2003-05-20,17.79,decrease
2003-05-21,17.85,increase
2003-05-22,18.24,increase
2003-05-23,18.32,increase
2003-05-27,18.88,increase
2003-05-28,18.28,decrease
2003-05-29,18.1,decrease
2003-05-30,17.95,decrease
2003-06-02,17.45,decrease
2003-06-03,17.31,decrease
2003-06-04,17.6,increase
2003-06-05,17.64,increase
2003-06-06,17.15,decrease
2003-06-09,16.79,decrease
2003-06-10,17.18,increase
2003-06-11,17.45,increase
2003-06-12,17.77,increase
2003-06-13,17.42,decrease
2003-06-16,18.27,increase
2003-06-17,18.19,decrease
2003-06-18,19.12,increase
2003-06-19,19.14,increase
2003-06-20,19.2,increase
2003-06-23,19.06,decrease
2003-06-24,18.78,decrease
2003-06-25,19.09,increase
2003-06-26,19.29,increase
2003-06-27,18.73,decrease
2003-06-30,19.06,increase
2003-07-01,19.09,increase
2003-07-02,19.27,increase
2003-07-03,19.13,decrease
2003-07-07,19.87,increase
2003-07-08,20.4,increase
2003-07-09,19.89,decrease
2003-07-10,19.58,decrease
2003-07-11,19.85,increase
2003-07-14,19.9,increase
2003-07-15,19.61,decrease
2003-07-16,19.87,increase
2003-07-17,20.9,increase
2003-07-18,20.859,decrease
2003-07-21,20.61,decrease
2003-07-22,20.8,increase
2003-07-23,20.79,decrease
2003-07-24,20.51,decrease
2003-07-25,21.54,increase
2003-07-28,20.99,decrease
2003-07-29,20.72,decrease
2003-07-30,20.28,decrease
2003-07-31,21.08,increase
2003-08-01,20.73,decrease
2003-08-04,21.21,increase
2003-08-05,20.38,decrease
2003-08-06,19.63,decrease
2003-08-07,19.93,increase
2003-08-08,19.64,decrease
2003-08-11,19.66,increase
2003-08-12,19.7,increase
2003-08-13,20.18,increase
2003-08-14,19.97,decrease
2003-08-15,19.71,decrease
2003-08-18,20.34,increase
2003-08-19,20.32,decrease
2003-08-20,21.01,increase
2003-08-21,21.68,increase
2003-08-22,20.88,decrease
2003-08-25,20.86,decrease
2003-08-26,21.05,increase
2003-08-27,21.48,increase
2003-08-28,22.19,increase
2003-08-29,22.61,increase
2003-09-02,22.85,increase
2003-09-03,22.95,increase
